Axe 1,Axe 2,Target
14.145747,44.2532,0
-39.21547,7.0239367,1
47.939613,-6.6321626,0
-9.004167,36.13568,0
-0.9362644,-12.084082,0
55.381527,-2.397617,0
21.533072,4.6091228,0
-0.597973,-32.4058,0
-13.185149,-31.037767,0
-2.6578698,41.142147,0
-10.167465,17.603369,0
-2.6593597,32.357986,0
-11.557001,-21.230583,0
8.116191,43.797092,0
-34.97047,-25.156477,0
-25.968788,-12.317302,0
23.527634,-0.1923004,0
53.764923,-3.4571705,0
-7.2814193,69.53018,1
-14.457411,34.191822,1
-14.663343,38.060028,1
-7.277316,64.713875,0
-14.987665,-23.036474,1
-10.591615,63.10436,0
19.562304,-27.52684,0
0.73449296,34.749977,0
-41.552177,8.402321,0
26.6066,2.7158875,0
-14.342222,-11.614305,0
-5.2716694,35.31262,0
-15.121192,-23.1176,1
1.3518361,-30.811108,0
-4.9717703,41.542233,0
-21.308783,-4.928031,0
-9.766707,-19.439974,0
20.14632,-18.756704,0
26.146454,-4.9619412,0
3.6127853,8.170274,0
8.96203,9.656422,0
-27.26716,-28.803953,1
54.116077,0.10711465,0
18.593828,-24.687782,0
8.408284,16.254143,0
29.00003,-3.9235485,0
-17.96187,-17.45599,0
-21.15096,-18.63724,1
-10.738655,30.956436,0
-7.1065955,-43.15377,1
53.601906,-1.0702871,0
-8.634015,59.79991,0
-13.119349,-10.890302,0
-6.082951,-25.526424,0
7.2572675,-1.8851641,0
19.965899,-25.6452,0
-32.471584,-28.462791,0
30.58294,8.294298,0
-9.558889,34.311314,0
-6.151489,-12.590326,0
14.165668,16.408428,0
-30.475502,-20.596214,0
19.750824,-2.6995974,0
22.230623,7.7837853,0
-8.089013,61.029606,0
-5.350173,-30.73336,0
-5.1433344,61.092293,0
2.729157,33.326633,0
-3.5468287,-31.186647,0
-1.7471741,34.046753,0
-1.6445559,28.569843,1
-32.864483,15.756126,0
-12.023076,-16.810007,0
-12.478358,30.526327,0
-23.610884,-17.18515,1
25.366856,-19.990185,1
16.854948,-19.97988,1
-34.161213,-25.651901,0
-3.3691905,1.974735,0
-12.052565,-36.95067,0
7.3673487,19.90188,0
-3.4635372,-31.221073,0
-28.173954,-12.467855,0
-2.847205,29.687857,0
-10.5105,38.57426,0
-10.570766,38.671055,0
-11.558591,-15.489663,0
28.525583,-1.5428977,0
-7.6391735,31.832592,0
22.94226,-3.2641547,0
5.120927,17.154444,0
-30.8727,-28.308235,0
-17.678173,-21.03112,0
6.9820337,3.8291643,0
-6.285837,-11.979219,0
22.901123,4.6552367,0
-3.0855563,32.091045,0
-29.922972,-22.041388,0
-17.546303,-10.853909,0
11.071262,16.770395,0
-11.448516,-9.058017,1
-3.5609024,-0.8995763,0
31.491238,7.309992,0
-4.205372,0.59767705,0
52.649128,-2.5391686,0
-5.2230687,-33.813137,0
-10.561751,-16.881193,0
11.028203,33.480965,0
-8.444059,17.865196,0
17.930065,-22.62068,0
23.12592,-27.21517,0
-15.842967,-10.047382,0
18.151562,-19.486166,0
-10.017418,2.615318,0
-3.518017,-26.715385,0
11.681312,-25.463068,0
-14.355747,-37.37973,0
-2.5329251,68.04513,1
6.706614,15.317406,0
-8.956893,-13.744076,0
22.466427,-19.448462,0
17.524368,-1.2542868,0
19.671589,-18.346695,0
21.728037,-26.61037,0
8.49547,-7.2724423,0
16.644257,-23.973642,0
-1.7303299,26.915003,1
-4.4958415,-33.55295,0
19.07482,-24.989143,0
-32.352737,15.958913,0
3.8898537,9.02474,0
-1.8470615,37.090633,1
-25.686163,-31.412664,0
-7.2319174,-35.96542,0
-10.712908,-39.801537,0
-21.228765,-18.717592,1
-9.323602,37.680847,0
25.711975,0.38702425,0
17.007097,-30.696255,0
15.59361,-19.000172,0
56.086777,-10.911837,0
50.928665,-2.7629135,0
-5.3769684,64.95281,0
-1.1021323,-26.863255,0
-17.396711,-16.843102,0
28.244024,5.315166,0
11.649754,-16.397726,0
23.552443,0.57673645,0
4.0996976,9.994953,0
48.18728,-3.999923,0
-9.544155,16.046389,1
-1.6061697,-24.903938,0
-2.4131956,36.39127,0
-0.47178584,36.058826,0
0.40697926,-32.3142,0
-4.9871364,31.169035,0
-11.742172,-7.662876,0
-11.77586,-22.843483,0
4.2794194,14.767993,0
6.2532578,12.854039,0
-10.149259,41.534122,0
-6.3851366,65.321236,0
-5.193744,24.66452,0
26.654066,1.5019442,0
-41.280266,8.09538,0
-17.148048,-24.448246,1
-14.541629,-10.079456,0
28.487701,2.043513,0
-10.8510475,65.82023,1
-20.101297,-18.013155,1
-3.8642242,-9.710736,0
-30.873877,-25.428713,0
-9.728144,-14.037594,0
21.714651,-1.6068225,0
-7.113504,-11.0338125,0
-1.3188547,43.050343,0
-4.8265076,-25.203033,0
-4.6011386,61.464798,1
26.860619,4.0817633,0
-11.689987,-40.16674,0
-7.620035,31.502092,0
-6.66685,-34.78939,0
5.7506595,41.192314,0
-13.681459,-9.384449,0
-6.127761,61.07323,0
31.457151,9.6154175,0
-34.38229,14.566649,1
0.93858075,26.762196,1
-10.464257,-9.801177,0
51.884895,-0.22285582,0
-0.7216627,-35.520187,0
-17.89521,-12.422972,0
-32.836826,16.679134,0
16.986538,-22.18291,0
-9.159995,-11.696931,0
26.689278,-3.3194299,0
20.666803,-18.49507,0
-4.9608345,-29.167114,0
8.59446,34.79562,0
1.1743085,34.055603,0
15.234396,43.85759,1
-12.2999935,42.60133,1
-13.154226,-15.77461,0
19.978533,-13.690721,0
0.89161336,-10.401012,0
-2.067605,30.972534,0
10.919101,15.713165,0
-41.68235,9.6237335,0
-28.753586,-29.715284,0
-38.54233,9.595934,0
-35.160942,15.295135,1
-12.790935,30.93775,0
-11.860311,-36.183292,0
-2.3390043,65.73881,1
27.087606,-5.7157207,0
14.7869425,45.65263,0
-4.468589,-35.89351,0
8.39385,33.97777,0
5.6754947,44.096626,0
-9.761925,44.879616,1
-10.883325,-19.515806,0
14.099281,41.781136,1
-29.439293,-26.066418,0
26.12156,1.7629292,0
-33.611088,-25.276882,0
30.142578,1.4818008,0
-28.224348,-32.622837,1
-19.593576,-5.1616263,0
55.78333,-8.394769,0
-34.58225,-25.240604,0
-19.237038,-7.3307242,0
-5.2786274,23.972605,0
11.851171,-18.038202,0
-40.069653,8.567968,0
-10.310973,39.571087,0
-2.279905,65.2566,1
-9.185905,2.127913,0
-14.375158,-13.864293,1
11.638473,37.589718,0
2.4827352,14.554029,0
12.912728,40.896683,0
53.61153,-9.284884,0
25.97933,3.1981933,0
0.30895844,-37.904007,1
-37.353775,8.599892,0
-8.520163,41.88294,1
-3.3525612,-28.76807,0
-8.498,-28.557854,0
52.974617,-7.7024336,0
-8.859854,23.984924,0
-16.215925,-10.523659,0
27.95472,0.78362286,0
11.495321,-14.766471,0
-33.392918,17.167675,0
-17.635235,-22.220358,1
22.093445,-22.920437,1
-1.420176,39.441563,0
3.2528498,-18.517202,0
25.518354,-1.7342882,0
13.781128,35.242405,0
17.405151,-26.172455,0
-38.921665,9.2382345,1
27.930447,8.048702,1
22.440662,-0.14074826,0
-13.473036,31.260862,0
15.06091,11.750964,0
-10.500115,-10.104597,0
24.670122,-22.83361,0
23.296654,-0.60349995,0
-3.6931188,-34.657,0
8.206439,43.928913,0
-27.501583,-9.15416,0
-1.3153882,60.753574,0
-8.607167,37.43342,0
57.705593,-7.6169796,0
2.0012524,-18.598366,0
-34.317757,15.649007,1
-34.84475,16.409733,1
-5.5261927,25.26906,0
-3.5956314,0.47691283,0
-2.1862118,24.583681,0
-14.447152,-21.01694,0
-9.057413,-17.884212,0
5.070462,45.030033,0
-34.912136,-26.450005,0
-17.83781,-15.84642,0
20.720594,-23.860676,0
-41.135128,7.7197185,0
20.4268,0.12260462,0
-17.012657,-15.97529,0
5.734045,48.91142,1
3.8309467,31.443558,0
-8.563767,60.9796,0
-38.89775,9.381772,0
10.234313,13.881761,0
54.316875,-0.26025522,0
-20.36772,-30.10717,1
1.4880984,29.42535,1
4.433212,-36.041584,0
-4.83114,3.2309139,0
-32.814423,-27.969547,0
-7.62339,63.185165,0
-4.51098,65.57926,1
-19.684692,-30.744009,1
-11.823346,31.539064,0
-7.227829,-14.247819,0
-0.22254471,31.600779,0
-16.731161,-16.641315,0
-27.545748,-7.9550204,0
7.250392,-6.244099,0
20.85314,-19.241533,0
-33.099148,13.919115,0
12.436946,12.958442,0
-6.9341574,-29.765308,0
-8.047277,36.361923,0
9.318456,9.830279,0
25.8307,0.40838277,0
-35.202477,-27.060741,1
-18.905724,-16.786064,1
12.474522,41.507866,0
14.808955,38.73165,0
52.694412,-5.586352,0
-3.5239165,36.287018,0
-4.8187246,35.816402,0
-10.452857,-6.3790665,0
-7.503484,4.2082505,0
27.6473,-1.541692,0
5.336864,42.2808,0
-4.3505807,40.390594,0
-6.8971653,69.63949,1
-7.838373,24.214516,0
-30.342869,-27.995705,0
-5.594107,4.6742396,0
7.0108967,48.883236,1
-33.77297,-25.867058,0
10.296358,41.342297,0
15.193603,-18.163881,0
-2.9870713,-20.658543,0
5.449729,14.890003,0
-6.2905817,-42.46274,1
2.863485,-28.998075,0
56.874653,-7.382035,0
12.741513,45.0905,0
-34.812943,14.807418,1
-1.9316486,34.67275,0
2.1196916,-18.578333,0
1.4872761,-21.017181,0
-0.50704324,-8.025668,0
3.534565,41.918198,0
-0.7781478,35.7431,0
-11.623725,-14.807915,0
25.725174,-0.17947696,0
18.288164,-3.89867,0
6.767571,-34.656605,0
-27.13944,-21.03212,1
-5.531058,63.541237,0
-4.5638037,29.75271,0
4.9905853,41.811966,0
17.696302,-15.837798,0
2.6215153,46.36271,1
-9.999332,44.38824,1
-8.189946,-26.393192,0
25.775753,8.512003,0
27.046911,3.8845105,0
-37.354424,9.375561,0
-27.720371,16.982965,0
-8.264949,-7.4931293,0
6.0025735,40.492176,0
4.0882373,-17.150148,0
48.835865,-7.6503005,0
17.095968,-25.198229,0
24.93044,-2.5605407,0
-8.226984,0.53202915,0
-8.351496,-18.816917,0
9.547979,38.70466,0
-33.713276,15.352452,0
-11.488647,-14.148334,0
-10.469723,1.600082,0
28.394289,10.880885,0
-0.1415159,-14.787543,0
-3.2963576,28.776932,0
-6.932526,62.952892,0
21.946068,-28.803493,0
-0.061869107,-28.623463,0
-27.135046,-12.222534,0
47.943405,-6.908382,0
-13.040627,-9.047647,0
-13.715353,-32.730274,0
-13.612609,-35.451546,0
31.418352,3.3458314,0
-16.383736,-17.845602,0
-19.093145,-10.329372,0
-7.138553,63.46473,0
-11.379746,-28.5121,0
51.90785,-4.4152055,0
11.1918745,38.49405,0
48.181496,-3.93388,0
-12.155719,15.753373,0
-12.083653,63.330982,0
-11.84293,-38.645714,0
-6.2293253,66.02563,0
6.543433,9.661616,0
-0.45193973,66.35178,1
-6.2642865,32.861507,0
18.286516,-30.219967,0
25.47584,7.634312,0
-2.0602596,-41.956463,1
11.261667,14.274355,0
-27.751318,-23.266546,1
21.632616,-16.337282,0
15.633512,38.223366,0
12.628633,32.287376,0
0.80602175,34.433144,0
-28.110104,-27.604456,0
-40.272614,8.436194,0
-4.351427,30.527084,0
-0.2720345,39.953423,1
11.628135,41.27861,0
-11.21819,39.5853,0
-13.570042,-31.546124,0
24.60031,3.5738862,0
-3.889572,-34.9214,0
-8.208788,-29.393799,0
-9.387116,1.9825109,0
-10.846704,-35.325863,0
15.444893,44.21814,1
11.26106,36.91223,0
13.470475,-15.042335,0
-4.701579,67.09685,0
-15.021581,-5.931411,0
30.656422,-0.9230586,0
14.223141,-19.334824,0
-3.3356829,42.246033,0
-12.190527,-12.264043,0
