Axe 1,Axe 2,Target
10.271364,12.813065,0
-10.496633,-21.574886,0
19.399635,3.686542,0
-3.3978188,-33.563477,1
-11.345896,-31.994059,0
-10.583433,30.9647,0
-9.253984,39.711044,0
13.083305,46.101624,0
-8.885142,-36.702084,0
-5.543455,-38.938927,1
-7.5969143,-33.599796,0
20.453976,-15.42527,0
11.018909,12.016795,0
-5.415636,35.897324,1
3.4565418,45.46006,0
55.7529,-6.2496376,0
-7.1078196,-19.77095,0
9.676615,33.106987,0
-8.641543,-39.710445,0
26.867603,0.83339334,0
-4.4539976,3.2257304,0
-5.799522,33.54041,0
-10.186894,-0.09147583,1
-8.532021,0.1870957,0
13.54075,45.932114,0
11.721707,39.48372,0
14.018323,-24.37059,0
50.077126,-3.1912885,0
22.823107,-23.89374,0
14.721906,46.067265,0
26.489508,-20.985971,0
3.432535,-29.414394,0
16.996634,-25.091496,0
-8.627826,65.54945,0
51.37302,-7.4334507,0
-7.878761,27.471777,0
-38.703365,7.870763,0
-12.099773,-12.860123,0
1.3726207,10.84374,0
0.9598738,-25.997892,0
-14.061786,27.486904,0
-3.2772188,29.383043,0
7.3405914,1.7802554,0
-5.51617,69.73846,1
-10.587924,36.448288,0
-3.340886,43.002403,0
28.20767,1.7756209,0
-19.729977,-12.630177,0
-10.625761,61.675354,0
-2.2217202,65.90523,1
-21.048132,-4.8459253,0
11.759479,-16.515717,0
2.9107096,45.499203,1
19.61931,3.7701528,0
14.77694,41.87096,1
-14.569082,-31.07452,0
-3.9227967,65.977234,1
-14.292266,-29.457766,0
26.475548,-4.442709,0
-9.33121,-12.713874,0
-7.847854,40.02875,0
7.3310785,1.9557205,0
-3.996532,30.724037,0
-5.4951453,-30.729883,0
3.3264785,49.17306,1
5.8849025,13.305932,0
11.856554,46.306934,0
-7.6774745,67.37762,0
-27.641214,-31.057116,1
-6.790398,-34.90263,0
-6.519005,32.365524,0
-28.296057,-32.40618,1
-5.08464,-15.9001465,0
13.640529,44.097103,0
-16.727528,-8.411784,0
19.28068,-25.273918,0
51.721535,-2.8676488,0
-21.136124,-4.9938016,0
55.335888,-7.7084365,0
8.8484745,34.765476,0
22.429697,-21.605406,0
-15.418456,-5.4473934,0
8.694629,-0.5042639,0
-9.75406,39.990158,0
-0.85285866,-19.22365,0
-16.681637,-12.190462,0
11.722178,10.305847,0
4.8430357,28.478254,0
-12.223829,32.935043,0
9.571775,39.95431,0
-9.134676,-12.700938,0
-14.436399,-12.953306,1
16.383772,-23.980238,0
-26.268833,-11.021124,0
7.0212355,13.638644,0
3.5322466,-38.064827,0
17.845142,-15.452648,0
11.786841,14.515972,0
13.82899,-25.436777,0
23.32169,4.494731,0
-5.678588,69.5109,1
0.43418548,65.653175,1
-22.27012,-9.99503,0
9.548789,16.672466,0
5.4872746,-30.45273,0
0.8575764,-11.775463,0
52.189598,-6.2141886,0
-29.929432,-24.400963,1
-38.9789,7.020104,1
-8.717,19.95918,0
4.1836348,17.615328,0
12.611277,14.023709,0
-3.317822,-9.98971,0
6.6526365,37.677464,0
13.5021715,-24.152096,0
55.690136,-6.972248,0
-16.334887,-17.947906,0
-18.070538,-15.4609375,0
-1.0475707,-27.141747,0
10.311074,42.879646,0
15.865215,-30.51797,0
9.223515,11.973167,1
-7.8614025,-6.965907,1
-2.946656,64.71371,0
26.122225,2.9092357,0
24.242247,2.422973,1
-35.438,16.121765,1
-8.121363,3.9162035,0
-10.661857,25.781578,0
-25.17483,-23.741608,1
11.4852705,38.562557,0
9.883544,17.707905,0
-9.047592,24.478811,0
9.284919,38.060642,0
24.503136,-23.918776,0
-9.80528,-19.448875,0
-9.72882,40.622242,0
16.179096,-18.164516,0
-10.771716,17.492712,0
-40.68148,7.073787,1
28.24325,-19.750443,0
51.72391,-8.87753,0
1.8013872,12.268379,0
-1.629128,66.987206,1
-8.830863,20.583902,0
8.850465,-1.6979496,0
0.38105592,37.32693,0
-8.4542675,36.601353,0
-7.926342,40.812202,0
-25.45739,-21.711735,1
26.669104,-20.747564,0
29.150902,0.31989068,0
8.77734,16.610205,0
-11.004105,26.356884,0
1.3371208,-25.661177,0
-8.455171,19.096363,1
-9.788119,65.79007,0
28.522774,0.77351415,0
18.418264,-21.84698,0
51.723602,-2.2686474,0
-5.0893106,-35.590885,0
15.645531,37.65997,0
-9.368923,3.9558637,0
14.014158,15.809197,0
-7.683998,63.743572,0
-17.769878,-21.361763,1
-4.023525,68.944954,1
-7.041,-28.83592,0
-1.6467596,35.296135,1
-8.702918,0.14772785,0
-16.962133,31.623281,0
1.623076,-32.68131,0
10.990187,42.40602,0
-13.923635,-33.002472,0
25.296978,1.3883106,0
55.558537,-11.353955,0
-12.732818,-33.01118,0
-5.406716,-18.895325,0
6.935014,13.455173,0
-40.53855,8.984609,0
-8.581004,67.85289,0
-1.1480311,65.00472,1
-7.052185,67.66451,0
7.493862,6.1645265,0
-28.379057,-10.2596855,0
11.599315,45.80185,0
-7.6352854,-30.373493,0
1.5409728,-34.708332,0
-11.322376,35.002914,0
-4.295678,-25.73133,0
-0.8153073,40.69848,1
-19.427202,-12.758136,0
8.230269,-6.570521,0
-6.027967,35.120705,0
-4.230106,-24.206167,0
25.81728,8.428717,0
-39.682426,11.0149555,0
14.723623,-23.747732,0
-13.520784,-38.44018,0
-17.481316,-36.771835,1
-6.5951643,-42.6408,1
1.113293,-13.398171,0
-7.5028386,-35.393517,0
-4.2733307,32.79987,0
3.8869448,41.76008,0
4.2038856,-33.91283,0
8.8261795,40.98209,0
-4.092541,37.267635,0
-12.643373,-29.754223,0
-7.3928356,-10.374229,0
29.858229,-2.4274952,0
-12.155901,42.67023,1
20.822845,6.24248,0
5.4217796,42.381336,0
-13.77818,33.010586,1
25.819284,-1.9904132,0
19.571758,-20.973804,0
50.57765,-5.818734,0
6.176734,42.906757,0
-1.452441,24.070593,0
55.341103,-6.773785,0
-27.462786,16.36495,0
6.6929526,45.24816,0
16.521029,-30.977919,0
-27.679173,16.5283,0
-0.1704703,63.28515,0
-16.100748,-32.944416,1
49.191895,-8.221512,0
18.47064,-24.63803,0
-1.7835143,-11.65272,0
4.8160763,28.36223,0
16.750067,39.345894,0
-6.372582,65.53538,0
1.1487569,-37.17737,1
-1.8676175,39.621296,0
28.467394,-1.6167387,0
-13.423732,-12.638026,0
-32.416534,15.187098,0
28.670828,1.9180462,0
-17.916042,-31.905153,0
30.13142,-3.369884,0
-0.57647854,64.22431,0
-16.913586,-15.622301,0
19.935188,-3.5874307,0
-5.9468427,-11.82923,0
-3.9768407,-36.933445,0
15.9717865,-22.442217,0
8.057921,19.46708,0
-5.9364567,1.4473299,1
-7.571626,35.58573,0
-6.6324553,67.77352,0
-14.739496,-37.61385,0
-8.190714,43.708652,1
-10.355722,16.412386,0
4.27571,12.699428,1
-8.788269,25.658226,0
0.19176115,-18.815237,0
-7.269645,-20.040506,0
30.613554,2.9013898,0
-15.26975,35.252945,1
-12.069414,-31.599785,0
14.325595,-26.15718,0
9.376863,46.2949,0
0.5769682,-29.482664,0
24.456337,-25.232626,0
-12.393115,-35.207577,0
-6.9265504,62.39549,0
-20.376322,-8.201512,0
27.895409,8.8428755,0
-3.1041772,32.204594,0
12.232677,11.712294,0
-21.12419,-9.253472,1
0.22584817,-14.227805,0
-21.035244,-6.776188,0
54.86165,-7.5189366,0
-23.412693,-16.766695,1
52.160263,-5.741616,0
4.9904933,47.803936,1
8.295636,7.019586,0
8.114484,-6.660866,0
-26.69587,-11.484862,0
55.21891,-0.4582273,1
-11.978216,-31.968185,0
17.787949,-23.306767,0
-12.856219,-36.967888,1
-33.586994,15.60426,0
21.53521,-20.245134,0
-12.564816,-19.564524,0
16.985914,-15.974448,0
-13.280469,-31.886194,0
20.778069,-19.215448,0
23.198803,-1.699527,0
-8.523029,-40.028008,0
12.123434,38.236717,1
-12.398665,36.543034,1
53.944077,-7.144101,0
49.69207,-2.8065898,0
8.980857,-6.2129784,0
13.723038,38.122635,0
-33.113766,14.647063,0
-4.2120004,-40.370926,1
1.3239121,-16.708183,0
7.398519,19.317705,0
27.6483,-1.9173641,0
-15.3811655,-37.735996,0
-17.02937,31.688805,0
-10.947425,-34.76196,0
-4.337027,28.300743,0
0.3433514,34.916992,0
-0.28180695,-35.34119,0
9.298678,42.575825,0
14.370001,44.92154,0
-6.1176076,-34.57075,0
21.63946,-14.688919,0
12.076976,45.17816,0
-38.805534,8.63442,0
18.662699,-17.127626,0
-21.953602,-8.311914,0
-11.485723,-39.635,0
-41.746292,9.064969,0
-11.059418,17.222673,0
21.763683,-16.707134,0
3.3787663,-38.92499,1
0.022679668,-14.029391,0
13.300971,40.392162,0
-30.342602,-26.994005,0
1.1217706,-11.986545,0
-4.1456285,40.082832,0
-0.9053136,63.27556,0
-19.88774,-12.659834,0
-4.439585,-30.64273,0
-4.2406073,62.336308,1
8.981477,42.28742,0
25.930084,-18.312117,0
-9.698405,65.55289,0
55.78233,-3.6439357,0
24.807426,1.8789846,0
13.702456,38.024914,0
-9.879971,25.881485,0
13.669205,12.814882,0
-41.013313,9.750539,0
-33.946854,16.419073,0
-21.66239,-23.552399,1
-8.141819,-7.251549,0
-6.3029647,-27.779064,0
-8.406837,37.355694,0
-19.075806,-22.481333,1
14.944759,-22.323236,0
-4.4528055,65.63801,1
-4.944014,-1.4371413,1
27.723242,5.1655717,0
-5.8000236,61.330048,0
13.319809,-20.84049,1
-24.126942,-17.701323,1
-0.7382117,-32.463192,0
-21.201834,-21.246202,1
-12.423747,-31.617235,0
-17.242449,-8.823895,0
-10.180136,37.433887,0
-6.622515,1.3838441,0
19.251326,3.5448198,0
-6.421103,63.09444,0
27.243744,6.225708,0
-1.9537488,2.1343267,0
-3.624644,-35.1252,0
9.610113,33.399387,0
-5.922835,0.001797418,0
51.388634,-0.5717529,0
-0.37842798,-8.361948,0
-1.3268648,63.74918,1
12.624226,44.37526,0
-4.096743,42.25256,0
-10.341899,-15.523053,0
-4.611054,-9.439338,0
-4.5849094,67.24868,1
-25.327152,-22.603416,1
31.566374,4.0610704,0
1.3231585,-36.79236,0
18.1226,-19.865648,0
-0.5638434,28.881746,1
25.031715,-2.4928284,0
0.110584445,27.25047,1
0.62525266,-11.014878,0
-9.384679,66.972984,0
-5.888436,35.099297,0
8.171276,13.315578,0
-29.60881,-31.989893,1
9.32272,14.788124,0
-11.052634,18.168118,0
-14.019311,27.459286,0
1.9409148,33.900494,0
-7.6232433,39.88638,0
-8.892266,44.700645,1
25.004408,-27.97228,0
-12.102189,27.239243,0
-20.927351,-34.417168,1
6.689913,9.534036,0
-19.767267,-31.16052,1
-11.830524,-29.917015,0
-10.32871,-7.137294,0
53.64081,-9.844302,0
9.649204,-1.4905368,0
52.824333,-3.5795958,0
-29.217838,-21.728142,0
0.56099576,-10.272191,0
-11.175255,40.800877,0
-8.717086,-31.042976,1
21.658348,-18.12192,0
-2.025094,-37.852165,0
14.320449,-24.790472,0
12.243961,-25.461151,0
-12.174027,1.5408857,1
20.721983,-29.896067,0
3.125173,-18.398777,0
26.296797,-19.123653,0
31.806856,4.3237514,0
49.557552,-5.9138894,0
-16.973497,-35.42059,1
-13.972029,-23.362326,1
16.130133,-20.439022,0
-16.302153,-12.183317,0
25.05665,-3.3486,0
26.766918,-3.3351502,0
17.004747,-25.97216,0
22.493809,-19.989273,0
17.749718,-21.188227,0
-11.398775,1.7355723,0
5.3109603,17.076769,0
-18.863691,-11.038727,0
26.913961,-24.24761,0
32.414726,1.5476989,1
30.566315,7.0621176,0
47.519207,-4.6614127,0
-10.271382,41.325375,0
-9.179345,23.338816,1
9.0852585,19.634079,1
-7.751135,30.784718,0
-6.4135847,25.876358,0
-4.783842,-15.836882,1
24.779993,-28.085554,0
-10.69446,62.071003,0
5.7634425,15.208294,0
-2.4262319,-9.984676,0
12.1043415,47.405293,0
2.0640602,15.514347,0
-39.668987,8.825306,0
7.4870734,38.010143,0
-11.071957,1.1880618,1
-5.419957,-41.895214,1
-6.7556167,62.213825,0
-8.5910635,62.487423,0
-6.365238,3.7284372,0
54.82462,-8.053612,0
8.676855,-1.2157485,0
10.32739,39.339024,0
1.9823704,-33.344223,0
53.557915,-9.62746,0
-5.6541324,29.842724,0
-2.2170963,-36.461792,0
22.83841,-23.793419,0
6.94406,10.819845,0
0.2940964,37.185387,0
-1.7554034,67.00081,1
-20.980047,-17.246305,1
6.002463,-28.616278,0
-1.6755881,-42.34755,1
32.14921,-5.3150663,1
-13.192206,-11.814375,0
7.544717,-6.3821197,0
-30.57289,-27.31802,0
27.983973,5.241976,0
27.291162,11.869404,0
1.5116609,-13.546236,0
19.68147,-29.427402,0
-5.747569,0.4608266,0
-40.24325,11.434271,1
22.02949,0.074658304,0
-15.470348,35.437,1
-21.146288,-28.890879,1
-17.385164,-9.226175,0
23.478432,-3.2117982,0
1.0367311,35.74975,0
-27.522436,-19.958866,1
-23.48441,-19.850262,1
-20.008398,-34.700283,1
10.357327,12.9460945,0
-13.43377,-23.87569,1
-8.3751135,17.757883,1
-2.797366,40.233208,0
1.8227602,-14.933851,0
5.147873,8.870907,0
-6.6775627,25.673885,0
26.76831,-3.7715824,0
14.002411,46.35496,0
5.678306,-30.223652,0
13.115562,-25.39221,0
7.125232,18.3683,0
6.187338,45.03971,0
22.803885,-29.800854,0
24.73324,10.503806,1
52.89496,-4.34491,0
-26.683243,-27.126207,0
-0.6007083,-11.534897,0
16.99996,-13.443626,0
-9.608233,65.95003,0
-5.2540455,-29.302681,0
10.053526,45.93,0
-11.812508,30.234962,0
20.75094,-27.545496,0
3.4398198,-36.00544,0
-13.937067,-18.172699,0
15.44757,-20.857681,0
-33.32294,15.9027815,0
2.5210702,-35.914356,0
-15.960797,-25.027115,1
5.3512883,47.68783,1
-19.151327,-11.51461,0
-16.644472,-22.398657,1
20.58272,0.12023986,0
-6.16495,-31.147848,0
-4.106688,33.065876,0
-39.430878,7.670532,0
-1.7669108,29.641293,1
54.296906,-3.198592,0
1.4777724,26.490873,1
6.4639297,45.0882,0
-12.9821615,-10.09669,0
-19.555954,-3.533077,0
-22.006435,-15.552902,1
-22.630804,-7.4757833,0
12.285761,40.38622,0
-1.2175077,-38.83938,0
20.07841,-22.515692,0
28.374573,9.5297575,0
-7.8840423,3.8590808,0
4.8027573,48.52608,1
-10.7861185,63.224476,0
3.006872,14.260926,0
-11.231285,-13.445092,0
-18.901115,-30.664515,0
-6.036234,-36.654312,0
21.587744,-20.297415,0
-18.165556,-18.028711,0
-15.101637,-31.297432,1
6.742598,11.879792,0
-6.2728996,-29.577686,0
-5.407163,-41.154392,1
8.397479,17.688776,0
3.6012313,-17.532858,0
-33.32318,15.391127,0
4.0181203,-20.516645,1
2.2205677,35.43986,0
-1.8695582,41.37978,0
3.7974293,9.116491,0
-10.404364,-9.72827,0
55.82589,-6.197651,0
-0.113973595,31.299402,0
-21.37042,-15.554546,1
-3.6205099,38.855377,0
-7.9812274,-14.558626,0
-6.440017,-14.762241,0
-4.596124,5.3305626,0
-2.3887298,64.436165,0
28.061188,-19.93661,0
-38.964252,11.205177,0
13.711144,47.646435,0
-8.932856,4.081456,0
-8.217453,-41.10289,0
23.977623,-16.566296,0
-6.057796,-25.452091,0
-12.87675,29.40255,0
-8.804723,39.1098,0
-27.621435,-7.6992087,0
58.51616,-7.91638,0
9.506091,35.819355,0
-4.347396,-27.506527,0
18.528856,-30.292507,0
-8.022817,-26.284214,0
-21.127752,-34.34628,1
2.7563207,-30.726713,0
55.49373,-5.1211987,0
30.490368,0.58883697,0
29.973902,-2.584253,0
-11.84203,40.140766,0
55.152885,-5.397612,0
4.108172,12.697909,0
-29.24849,-29.468246,0
-26.888344,-24.63507,0
2.6174405,-29.956959,0
22.024534,0.48655438,0
56.252796,-5.71405,0
50.25787,-3.4136298,0
-31.238432,-28.767298,0
7.387163,18.550722,0
13.294214,47.042576,0
-10.804956,-31.218763,0
-27.195795,-10.886345,0
-2.2433617,69.28449,1
-17.9301,-30.4883,0
9.040532,19.809383,1
32.03156,9.484704,0
-21.250387,-24.674002,1
6.2784047,18.01533,0
6.468009,46.893353,0
12.892961,11.260119,0
16.092438,-26.54717,0
-5.2649693,-18.743492,0
-14.246004,-21.87051,0
12.460592,12.707634,0
-41.31141,10.409871,0
-6.9546447,-28.497385,0
-6.246272,-36.766273,0
5.718632,39.65468,0
24.512602,-24.33162,0
28.969696,2.9633918,1
-15.20271,-20.192492,0
-11.541792,-20.615658,0
13.339295,-15.09695,0
-27.08955,-20.409525,1
-28.207188,-27.731636,0
-12.1175,-35.543156,0
-7.871278,33.108032,0
3.7300231,8.742124,0
9.280392,14.263224,0
2.888084,-28.107454,0
-20.574074,-14.5278635,1
-16.301426,-35.9287,1
-28.895096,-19.15526,0
21.523453,4.861591,0
-40.365444,9.518413,0
2.227809,-12.988598,0
56.6688,-6.3944783,0
6.3685503,48.981895,1
-10.287102,44.057068,1
1.8302728,8.872783,0
21.353289,-25.292269,0
-5.1259365,23.877024,0
-11.03156,24.965897,0
-2.7754023,68.32386,1
-15.744797,-13.471072,1
11.412126,9.111541,0
9.768629,13.448572,0
7.0618877,15.238146,0
3.671288,-20.323904,0
22.220821,0.8335767,0
-4.0790043,-24.512486,0
9.302703,45.241737,0
-7.836705,-41.108265,0
13.857758,16.187643,0
1.2716417,33.1033,0
-10.009159,34.70948,0
-11.014447,-11.473537,0
23.656431,-21.493822,1
-21.09269,-8.087188,0
7.8789144,38.89023,0
21.222734,-24.330032,0
-8.681632,64.298836,0
26.535942,-19.528608,0
-1.1377867,-12.960032,0
-12.181146,-10.45993,0
-5.7052627,43.646935,0
0.3397133,47.615784,1
23.167576,-18.482277,0
-35.92661,-25.293331,0
23.692059,8.61306,0
-8.86773,-10.155087,0
-2.9185622,68.893845,1
8.551653,47.963528,1
3.247564,-35.961643,0
20.798668,6.0480213,0
-1.9532086,31.706215,0
17.569563,-18.738138,1
-0.48471484,31.286829,0
7.848908,43.30336,0
3.4252844,-38.53084,0
-6.85211,-28.288591,0
-4.7339444,40.26397,0
13.374664,41.398148,0
25.540756,6.3556266,0
-2.8451018,33.223885,0
24.161657,-29.29419,0
-10.26745,-37.231888,0
10.495675,43.485466,0
-15.576733,-31.428696,1
-14.006781,-38.077744,0
-27.773096,16.573977,0
-2.9219437,2.0665028,0
-13.482128,-17.355713,0
20.886923,-27.487816,0
-28.655409,-20.438923,0
-7.8454413,0.37414443,0
-37.221954,8.447085,0
-20.771269,-26.018393,1
10.043038,-1.7432722,1
54.980698,-2.205538,0
55.09026,-8.984317,0
53.46023,-8.739931,0
6.317834,46.82084,0
-3.0192776,68.920906,1
13.67498,44.052845,0
51.273632,-7.2969384,0
-6.0290694,3.5420196,0
-15.286213,-32.86847,1
-16.797754,-13.039789,0
-17.683134,-18.174282,0
11.802722,41.222992,0
-31.459826,-27.007586,0
-6.0331297,63.769176,1
-33.169167,-23.508715,0
-25.955376,-10.123093,0
52.01323,-4.355667,0
-4.390457,35.942883,0
11.068915,41.979443,0
-16.48138,-11.282827,0
-4.9701443,-36.622868,0
-10.773023,3.4309685,0
2.6651325,31.11291,0
16.485596,45.045982,1
-21.803923,-34.00181,1
23.657743,-26.451015,1
31.88215,-1.3639714,0
-39.77282,9.931438,0
-18.556967,-22.041552,1
28.163103,-18.718138,0
